tmdb_id,title,release_date,release_year,language,genres,popularity,vote_average,vote_count,overview,cast,director,keywords
718745,Krishna and His Leela,2020-06-24,2020,te,"[10749, 35]",0.4218,5.1,11,"Torn between his past and present girlfriends, a confused bachelor’s indecisiveness spins a web of lies and cheating as he struggles to commit.",siddhujonnalagadda shraddhasrinath seeratkapoor shalinivadnikatti samyuktahornad,ravikanthperepu,
727030,Uma Maheswara Ugra Roopasya,2020-07-30,2020,te,"[35, 18]",0.5362,7.1,14,"Defeated and humiliated in a fight while trying to defuse a conflict among his fellow villagers, a photographer vows revenge on his attacker.",satyadevkancharana harichandana naresh roopakoduvayur suhas,venkateshmaha,
794985,Narthanasala,2020-10-24,2020,te,"[36, 14]",0.3755,0.0,0,"Pandavas, after completing the 12 years of exile in the forest along with their wife Draupadi, choosing their disguised avatars for the remaining 1 year of incognito life until the Vijaya Dasami festival. If caught, they will have to repeat another exile of 13 years if anyone spotted their real identities.",nandamuribalakrishna sarathbabu srihari soundarya saikumar,nandamuribalakrishna,
722248,Shiva 143,2020-02-14,2020,te,"[18, 10749]",0.2971,7.0,1,"Shiva, a dance choreographer, is hired by the rich and arrogant Ammu for her sangeet performance. But Ammu gets in trouble when she accidentally records a murder, leaving it up to Shiva to save her life. At the same time Rubina, who had financially helped Shiva once, demands that he love her in return.",dheerenramkumar yeishaadaraha hrithikasingh d.s.rao sagarsailesh,sagarsailesh,
734413,Metro Kathalu,2020-08-14,2020,te,[18],0.3154,0.0,0,"Revolving around Hyderabad, a city like no other, are the lives of eight people grappling with life-changing choices as their fates entwine with each other. However, they're determined to rise above the occasion and make room for life and a little more.",rajivkanakala gayatribhargavi nakshatra nandinirai alireza,karunakumar,
810698,Beautiful,2020-01-06,2020,te,[],0.2875,1.0,2,Rini (Naina Ganguly) and Mayank (Parth Suri) are lovers who live in Dharavi and have different outlooks of life. What happens when she begrudgingly finds success and misunderstandings crop up between them?,nainaganguly parthsuri,agasthyamanju,
766426,Anaganaga O Athidhi,2020-11-20,2020,te,"[53, 18]",0.3519,8.0,2,"Subbaiah and his family live in abject poverty and a soothsayer tells them that their fortune will change overnight. The peace in the house is stirred when a stranger knocks on their door seeking shelter for a night, and the consequences are deadly.",payalrajput chaitanyakrishna darbhaappajiambarisha chakrapaniananda veenasundar,dayalpadmanabhan,
744160,Amaram Akhilam Prema,2020-09-18,2020,te,"[18, 10749]",0.2431,0.0,0,Akhila is a pampered young daddy’s girl who studies engineering in Kakinada. She moves to Hyderabad to prepare for civil services. Amar is an aspiring musician who falls for her and puts all his effort into getting her attention. Why did Akhila really move to Hyderabad and what makes her fall for Amar is what the film is all about.,shivshaktisachdev keshavdeepak vijayram nareshgaru srikanthiyengar,jonathanvesapogu,
672449,3 Monkeys,2020-02-07,2020,te,"[35, 18, 10749]",0.4019,0.0,0,"A drama film directed by G Anil Kumar, starring Getup Srinu, Jabardasth Ram Prasad and Sudigali Sudheer in the lead roles.",getupsrinu jabardasthramprasad karunyachowdary sudigalisudheer kautilyacasper,ganilkumarraju,
724826,302,2020-03-12,2020,te,"[80, 10749, 53]",0.3847,0.0,0,A reservation call is made by a prostitute for a particular room number 302 where she lures her clients and attacks them.,bhavikadesai vennelakishore thagubothuramesh ravivarma jabardasthrakesh,karthikeyamiriyala,
